disease,file_name,remote_url,remote_size,local_path,local_exists,local_size,tag,download_result
Mumps,ad_Mumps_46.rtf,http://doe1.moph.go.th/surdata/y46/ad_Mumps_46.rtf,,Code/Data/GetData/Mumps/ad_Mumps_46.rtf,yes,80578,skip,
Mumps,ad_Mumps_47.rtf,http://doe1.moph.go.th/surdata/y47/ad_Mumps_47.rtf,,Code/Data/GetData/Mumps/ad_Mumps_47.rtf,yes,80578,skip,
Mumps,ad_Mumps_48.rtf,http://doe1.moph.go.th/surdata/y48/ad_Mumps_48.rtf,,Code/Data/GetData/Mumps/ad_Mumps_48.rtf,yes,80559,skip,
Mumps,ad_Mumps_49.rtf,http://doe1.moph.go.th/surdata/y49/ad_Mumps_49.rtf,,Code/Data/GetData/Mumps/ad_Mumps_49.rtf,yes,80538,skip,
Mumps,ad_Mumps_50.rtf,http://doe1.moph.go.th/surdata/y50/ad_Mumps_50.rtf,,Code/Data/GetData/Mumps/ad_Mumps_50.rtf,yes,80558,skip,
Mumps,ad_Mumps_51.rtf,http://doe1.moph.go.th/surdata/y51/ad_Mumps_51.rtf,,Code/Data/GetData/Mumps/ad_Mumps_51.rtf,yes,79747,skip,
Mumps,ad_Mumps_52.rtf,http://doe1.moph.go.th/surdata/y52/ad_Mumps_52.rtf,,Code/Data/GetData/Mumps/ad_Mumps_52.rtf,yes,79747,skip,
Mumps,ad_Mumps_53.rtf,http://doe1.moph.go.th/surdata/y53/ad_Mumps_53.rtf,,Code/Data/GetData/Mumps/ad_Mumps_53.rtf,yes,80532,skip,
Mumps,ad_Mumps_54.rtf,http://doe1.moph.go.th/surdata/y54/ad_Mumps_54.rtf,,Code/Data/GetData/Mumps/ad_Mumps_54.rtf,yes,81275,skip,
Mumps,ad_Mumps_55.rtf,http://doe1.moph.go.th/surdata/y55/ad_Mumps_55.rtf,,Code/Data/GetData/Mumps/ad_Mumps_55.rtf,yes,81294,skip,
Mumps,ad_Mumps_56.rtf,http://doe1.moph.go.th/surdata/y56/ad_Mumps_56.rtf,,Code/Data/GetData/Mumps/ad_Mumps_56.rtf,yes,81294,skip,
Mumps,ad_Mumps_57.rtf,http://doe1.moph.go.th/surdata/y57/ad_Mumps_57.rtf,,Code/Data/GetData/Mumps/ad_Mumps_57.rtf,yes,73211,skip,
Mumps,ad_Mumps_58.rtf,http://doe1.moph.go.th/surdata/y58/ad_Mumps_58.rtf,,Code/Data/GetData/Mumps/ad_Mumps_58.rtf,yes,73212,skip,
Mumps,ad_Mumps_59.rtf,http://doe1.moph.go.th/surdata/y59/ad_Mumps_59.rtf,,Code/Data/GetData/Mumps/ad_Mumps_59.rtf,yes,73214,skip,
Mumps,ad_Mumps_60.rtf,http://doe1.moph.go.th/surdata/y60/ad_Mumps_60.rtf,,Code/Data/GetData/Mumps/ad_Mumps_60.rtf,yes,73214,skip,
Mumps,ad_Mumps_61.rtf,http://doe1.moph.go.th/surdata/y61/ad_Mumps_61.rtf,,Code/Data/GetData/Mumps/ad_Mumps_61.rtf,yes,73215,skip,
Mumps,ad_Mumps_62.rtf,http://doe1.moph.go.th/surdata/y62/ad_Mumps_62.rtf,,Code/Data/GetData/Mumps/ad_Mumps_62.rtf,yes,73216,skip,
Mumps,ad_Mumps_63.rtf,http://doe1.moph.go.th/surdata/y63/ad_Mumps_63.rtf,,Code/Data/GetData/Mumps/ad_Mumps_63.rtf,yes,73216,skip,
Mumps,ad_Mumps_64.rtf,http://doe1.moph.go.th/surdata/y64/ad_Mumps_64.rtf,,Code/Data/GetData/Mumps/ad_Mumps_64.rtf,yes,73237,skip,
Mumps,ad_Mumps_65.rtf,http://doe1.moph.go.th/surdata/y65/ad_Mumps_65.rtf,,Code/Data/GetData/Mumps/ad_Mumps_65.rtf,yes,73237,skip,
Mumps,ad_Mumps_66.rtf,http://doe1.moph.go.th/surdata/y66/ad_Mumps_66.rtf,,Code/Data/GetData/Mumps/ad_Mumps_66.rtf,yes,73236,skip,
Mumps,ad_Mumps_67.rtf,http://doe1.moph.go.th/surdata/y67/ad_Mumps_67.rtf,,Code/Data/GetData/Mumps/ad_Mumps_67.rtf,yes,73238,skip,
Mumps,race_Mumps_47.rtf,http://doe1.moph.go.th/surdata/y47/race_Mumps_47.rtf,,Code/Data/GetData/Mumps/race_Mumps_47.rtf,yes,85544,skip,
Mumps,race_Mumps_48.rtf,http://doe1.moph.go.th/surdata/y48/race_Mumps_48.rtf,,Code/Data/GetData/Mumps/race_Mumps_48.rtf,yes,83952,skip,
Mumps,race_Mumps_49.rtf,http://doe1.moph.go.th/surdata/y49/race_Mumps_49.rtf,,Code/Data/GetData/Mumps/race_Mumps_49.rtf,yes,83916,skip,
Mumps,race_Mumps_50.rtf,http://doe1.moph.go.th/surdata/y50/race_Mumps_50.rtf,,Code/Data/GetData/Mumps/race_Mumps_50.rtf,yes,83925,skip,
Mumps,race_Mumps_51.rtf,http://doe1.moph.go.th/surdata/y51/race_Mumps_51.rtf,,Code/Data/GetData/Mumps/race_Mumps_51.rtf,yes,83165,skip,
Mumps,race_Mumps_52.rtf,http://doe1.moph.go.th/surdata/y52/race_Mumps_52.rtf,,Code/Data/GetData/Mumps/race_Mumps_52.rtf,yes,83218,skip,
Mumps,race_Mumps_53.rtf,http://doe1.moph.go.th/surdata/y53/race_Mumps_53.rtf,,Code/Data/GetData/Mumps/race_Mumps_53.rtf,yes,83975,skip,
Mumps,race_Mumps_54.rtf,http://doe1.moph.go.th/surdata/y54/race_Mumps_54.rtf,,Code/Data/GetData/Mumps/race_Mumps_54.rtf,yes,84702,skip,
Mumps,race_Mumps_55.rtf,http://doe1.moph.go.th/surdata/y55/race_Mumps_55.rtf,,Code/Data/GetData/Mumps/race_Mumps_55.rtf,yes,84675,skip,
Mumps,race_Mumps_56.rtf,http://doe1.moph.go.th/surdata/y56/race_Mumps_56.rtf,,Code/Data/GetData/Mumps/race_Mumps_56.rtf,yes,84641,skip,
Mumps,race_Mumps_57.rtf,http://doe1.moph.go.th/surdata/y57/race_Mumps_57.rtf,,Code/Data/GetData/Mumps/race_Mumps_57.rtf,yes,76491,skip,
Mumps,race_Mumps_58.rtf,http://doe1.moph.go.th/surdata/y58/race_Mumps_58.rtf,,Code/Data/GetData/Mumps/race_Mumps_58.rtf,yes,76479,skip,
Mumps,race_Mumps_59.rtf,http://doe1.moph.go.th/surdata/y59/race_Mumps_59.rtf,,Code/Data/GetData/Mumps/race_Mumps_59.rtf,yes,76465,skip,
Mumps,race_Mumps_60.rtf,http://doe1.moph.go.th/surdata/y60/race_Mumps_60.rtf,,Code/Data/GetData/Mumps/race_Mumps_60.rtf,yes,76465,skip,
Mumps,race_Mumps_61.rtf,http://doe1.moph.go.th/surdata/y61/race_Mumps_61.rtf,,Code/Data/GetData/Mumps/race_Mumps_61.rtf,yes,76447,skip,
Mumps,race_Mumps_62.rtf,http://doe1.moph.go.th/surdata/y62/race_Mumps_62.rtf,,Code/Data/GetData/Mumps/race_Mumps_62.rtf,yes,76430,skip,
Mumps,race_Mumps_63.rtf,http://doe1.moph.go.th/surdata/y63/race_Mumps_63.rtf,,Code/Data/GetData/Mumps/race_Mumps_63.rtf,yes,76366,skip,
Mumps,race_Mumps_64.rtf,http://doe1.moph.go.th/surdata/y64/race_Mumps_64.rtf,,Code/Data/GetData/Mumps/race_Mumps_64.rtf,yes,76340,skip,
Mumps,race_Mumps_65.rtf,http://doe1.moph.go.th/surdata/y65/race_Mumps_65.rtf,,Code/Data/GetData/Mumps/race_Mumps_65.rtf,yes,76347,skip,
Mumps,race_Mumps_66.rtf,http://doe1.moph.go.th/surdata/y66/race_Mumps_66.rtf,,Code/Data/GetData/Mumps/race_Mumps_66.rtf,yes,76349,skip,
Mumps,race_Mumps_67.rtf,http://doe1.moph.go.th/surdata/y67/race_Mumps_67.rtf,,Code/Data/GetData/Mumps/race_Mumps_67.rtf,yes,76359,skip,
Mumps,c_occ_Mumps_49.rtf,http://doe1.moph.go.th/surdata/y49/c_occ_Mumps_49.rtf,,Code/Data/GetData/Mumps/c_occ_Mumps_49.rtf,yes,79389,skip,
Mumps,c_occ_Mumps_50.rtf,http://doe1.moph.go.th/surdata/y50/c_occ_Mumps_50.rtf,,Code/Data/GetData/Mumps/c_occ_Mumps_50.rtf,yes,79424,skip,
Mumps,c_occ_Mumps_51.rtf,http://doe1.moph.go.th/surdata/y51/c_occ_Mumps_51.rtf,,Code/Data/GetData/Mumps/c_occ_Mumps_51.rtf,yes,78773,skip,
Mumps,c_occ_Mumps_52.rtf,http://doe1.moph.go.th/surdata/y52/c_occ_Mumps_52.rtf,,Code/Data/GetData/Mumps/c_occ_Mumps_52.rtf,yes,78991,skip,
Mumps,c_occ_Mumps_53.rtf,http://doe1.moph.go.th/surdata/y53/c_occ_Mumps_53.rtf,,Code/Data/GetData/Mumps/c_occ_Mumps_53.rtf,yes,78906,skip,
Mumps,c_occ_Mumps_54.rtf,http://doe1.moph.go.th/surdata/y54/c_occ_Mumps_54.rtf,,Code/Data/GetData/Mumps/c_occ_Mumps_54.rtf,yes,79487,skip,
Mumps,c_occ_Mumps_55.rtf,http://doe1.moph.go.th/surdata/y55/c_occ_Mumps_55.rtf,,Code/Data/GetData/Mumps/c_occ_Mumps_55.rtf,yes,79430,skip,
Mumps,c_occ_Mumps_56.rtf,http://doe1.moph.go.th/surdata/y56/c_occ_Mumps_56.rtf,,Code/Data/GetData/Mumps/c_occ_Mumps_56.rtf,yes,79361,skip,
Mumps,c_occ_Mumps_57.rtf,http://doe1.moph.go.th/surdata/y57/c_occ_Mumps_57.rtf,,Code/Data/GetData/Mumps/c_occ_Mumps_57.rtf,yes,71705,skip,
Mumps,c_occ_Mumps_58.rtf,http://doe1.moph.go.th/surdata/y58/c_occ_Mumps_58.rtf,,Code/Data/GetData/Mumps/c_occ_Mumps_58.rtf,yes,71680,skip,
Mumps,c_occ_Mumps_59.rtf,http://doe1.moph.go.th/surdata/y59/c_occ_Mumps_59.rtf,,Code/Data/GetData/Mumps/c_occ_Mumps_59.rtf,yes,72407,skip,
Mumps,c_occ_Mumps_60.rtf,http://doe1.moph.go.th/surdata/y60/c_occ_Mumps_60.rtf,,Code/Data/GetData/Mumps/c_occ_Mumps_60.rtf,yes,72398,skip,
Mumps,c_occ_Mumps_61.rtf,http://doe1.moph.go.th/surdata/y61/c_occ_Mumps_61.rtf,,Code/Data/GetData/Mumps/c_occ_Mumps_61.rtf,yes,72367,skip,
Mumps,c_occ_Mumps_62.rtf,http://doe1.moph.go.th/surdata/y62/c_occ_Mumps_62.rtf,,Code/Data/GetData/Mumps/c_occ_Mumps_62.rtf,yes,72362,skip,
Mumps,c_occ_Mumps_63.rtf,http://doe1.moph.go.th/surdata/y63/c_occ_Mumps_63.rtf,,Code/Data/GetData/Mumps/c_occ_Mumps_63.rtf,yes,72275,skip,
Mumps,c_occ_Mumps_64.rtf,http://doe1.moph.go.th/surdata/y64/c_occ_Mumps_64.rtf,,Code/Data/GetData/Mumps/c_occ_Mumps_64.rtf,yes,72291,skip,
Mumps,c_occ_Mumps_65.rtf,http://doe1.moph.go.th/surdata/y65/c_occ_Mumps_65.rtf,,Code/Data/GetData/Mumps/c_occ_Mumps_65.rtf,yes,72296,skip,
Mumps,c_occ_Mumps_66.rtf,http://doe1.moph.go.th/surdata/y66/c_occ_Mumps_66.rtf,,Code/Data/GetData/Mumps/c_occ_Mumps_66.rtf,yes,72308,skip,
Mumps,c_occ_Mumps_67.rtf,http://doe1.moph.go.th/surdata/y67/c_occ_Mumps_67.rtf,,Code/Data/GetData/Mumps/c_occ_Mumps_67.rtf,yes,72320,skip,
Mumps,d_occ_Mumps_49.rtf,http://doe1.moph.go.th/surdata/y49/d_occ_Mumps_49.rtf,,Code/Data/GetData/Mumps/d_occ_Mumps_49.rtf,no,,download,HTTP 404
Mumps,d_occ_Mumps_50.rtf,http://doe1.moph.go.th/surdata/y50/d_occ_Mumps_50.rtf,,Code/Data/GetData/Mumps/d_occ_Mumps_50.rtf,no,,download,HTTP 404
Mumps,d_occ_Mumps_51.rtf,http://doe1.moph.go.th/surdata/y51/d_occ_Mumps_51.rtf,,Code/Data/GetData/Mumps/d_occ_Mumps_51.rtf,no,,download,HTTP 404
Mumps,d_occ_Mumps_52.rtf,http://doe1.moph.go.th/surdata/y52/d_occ_Mumps_52.rtf,,Code/Data/GetData/Mumps/d_occ_Mumps_52.rtf,no,,download,HTTP 404
Mumps,d_occ_Mumps_53.rtf,http://doe1.moph.go.th/surdata/y53/d_occ_Mumps_53.rtf,,Code/Data/GetData/Mumps/d_occ_Mumps_53.rtf,yes,78280,skip,
Mumps,d_occ_Mumps_54.rtf,http://doe1.moph.go.th/surdata/y54/d_occ_Mumps_54.rtf,,Code/Data/GetData/Mumps/d_occ_Mumps_54.rtf,no,,download,HTTP 404
Mumps,d_occ_Mumps_55.rtf,http://doe1.moph.go.th/surdata/y55/d_occ_Mumps_55.rtf,,Code/Data/GetData/Mumps/d_occ_Mumps_55.rtf,yes,78972,skip,
Mumps,d_occ_Mumps_56.rtf,http://doe1.moph.go.th/surdata/y56/d_occ_Mumps_56.rtf,,Code/Data/GetData/Mumps/d_occ_Mumps_56.rtf,yes,78972,skip,
Mumps,d_occ_Mumps_57.rtf,http://doe1.moph.go.th/surdata/y57/d_occ_Mumps_57.rtf,,Code/Data/GetData/Mumps/d_occ_Mumps_57.rtf,yes,75287,skip,
Mumps,d_occ_Mumps_58.rtf,http://doe1.moph.go.th/surdata/y58/d_occ_Mumps_58.rtf,,Code/Data/GetData/Mumps/d_occ_Mumps_58.rtf,yes,71436,skip,
Mumps,d_occ_Mumps_59.rtf,http://doe1.moph.go.th/surdata/y59/d_occ_Mumps_59.rtf,,Code/Data/GetData/Mumps/d_occ_Mumps_59.rtf,yes,72199,skip,
Mumps,d_occ_Mumps_60.rtf,http://doe1.moph.go.th/surdata/y60/d_occ_Mumps_60.rtf,,Code/Data/GetData/Mumps/d_occ_Mumps_60.rtf,yes,72199,skip,
Mumps,d_occ_Mumps_61.rtf,http://doe1.moph.go.th/surdata/y61/d_occ_Mumps_61.rtf,,Code/Data/GetData/Mumps/d_occ_Mumps_61.rtf,yes,72200,skip,
Mumps,d_occ_Mumps_62.rtf,http://doe1.moph.go.th/surdata/y62/d_occ_Mumps_62.rtf,,Code/Data/GetData/Mumps/d_occ_Mumps_62.rtf,yes,72200,skip,
Mumps,d_occ_Mumps_63.rtf,http://doe1.moph.go.th/surdata/y63/d_occ_Mumps_63.rtf,,Code/Data/GetData/Mumps/d_occ_Mumps_63.rtf,yes,72200,skip,
Mumps,d_occ_Mumps_64.rtf,http://doe1.moph.go.th/surdata/y64/d_occ_Mumps_64.rtf,,Code/Data/GetData/Mumps/d_occ_Mumps_64.rtf,yes,72250,skip,
Mumps,d_occ_Mumps_65.rtf,http://doe1.moph.go.th/surdata/y65/d_occ_Mumps_65.rtf,,Code/Data/GetData/Mumps/d_occ_Mumps_65.rtf,yes,72250,skip,
Mumps,d_occ_Mumps_66.rtf,http://doe1.moph.go.th/surdata/y66/d_occ_Mumps_66.rtf,,Code/Data/GetData/Mumps/d_occ_Mumps_66.rtf,yes,72249,skip,
Mumps,d_occ_Mumps_67.rtf,http://doe1.moph.go.th/surdata/y67/d_occ_Mumps_67.rtf,,Code/Data/GetData/Mumps/d_occ_Mumps_67.rtf,yes,72251,skip,
Mumps,d52_5067.pdf,http://doe1.moph.go.th/surdata/506wk/y67/d52_5067.pdf,,Code/Data/GetData/Mumps/d52_5067.pdf,no,,download,success
Mumps,d52_5366.pdf,http://doe1.moph.go.th/surdata/506wk/y66/d52_5366.pdf,,Code/Data/GetData/Mumps/d52_5366.pdf,no,,download,success
Mumps,mcd_Mumps_68.rtf,http://doe1.moph.go.th/surdata/y68/mcd_Mumps_68.rtf,,Code/Data/GetData/Mumps/mcd_Mumps_68.rtf,no,,download,HTTP 404
Mumps,rate_Mumps_68.rtf,http://doe1.moph.go.th/surdata/y68/rate_Mumps_68.rtf,,Code/Data/GetData/Mumps/rate_Mumps_68.rtf,no,,download,HTTP 404
Mumps,ac_Mumps_68.rtf,http://doe1.moph.go.th/surdata/y68/ac_Mumps_68.rtf,,Code/Data/GetData/Mumps/ac_Mumps_68.rtf,no,,download,HTTP 404
Mumps,ad_Mumps_68.rtf,http://doe1.moph.go.th/surdata/y68/ad_Mumps_68.rtf,,Code/Data/GetData/Mumps/ad_Mumps_68.rtf,no,,download,HTTP 404
Mumps,race_Mumps_68.rtf,http://doe1.moph.go.th/surdata/y68/race_Mumps_68.rtf,,Code/Data/GetData/Mumps/race_Mumps_68.rtf,no,,download,HTTP 404
Mumps,c_occ_Mumps_68.rtf,http://doe1.moph.go.th/surdata/y68/c_occ_Mumps_68.rtf,,Code/Data/GetData/Mumps/c_occ_Mumps_68.rtf,no,,download,HTTP 404
Mumps,d_occ_Mumps_68.rtf,http://doe1.moph.go.th/surdata/y68/d_occ_Mumps_68.rtf,,Code/Data/GetData/Mumps/d_occ_Mumps_68.rtf,no,,download,HTTP 404
Mumps,csa_Mumps_68.rtf,http://doe1.moph.go.th/surdata/y68/csa_Mumps_68.rtf,,Code/Data/GetData/Mumps/csa_Mumps_68.rtf,no,,download,HTTP 404
Mumps,dsa_Mumps_68.rtf,http://doe1.moph.go.th/surdata/y68/dsa_Mumps_68.rtf,,Code/Data/GetData/Mumps/dsa_Mumps_68.rtf,no,,download,HTTP 404
Mumps,Am_mcd_Mumps_68.rtf,http://doe1.moph.go.th/surdata/y68/Am_mcd_Mumps_68.rtf,,Code/Data/GetData/Mumps/Am_mcd_Mumps_68.rtf,no,,download,HTTP 404
Mushroom poisoning,1142920210518092542.pdf,https://ddc.moph.go.th/uploads/publish/1142920210518092542.pdf,,Code/Data/GetData/Mushroom poisoning/1142920210518092542.pdf,no,,download,"SSLError: HTTPSConnectionPool(host='ddc.moph.go.th', port=443): Max retries exceeded with url: /uploads/publish/1142920210518092542.pdf (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))"
Mushroom poisoning,mcd_Mushroom_46.rtf,http://doe1.moph.go.th/surdata/y46/mcd_Mushroom_46.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_46.rtf,yes,117377,skip,
Mushroom poisoning,mcd_Mushroom_47.rtf,http://doe1.moph.go.th/surdata/y47/mcd_Mushroom_47.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_47.rtf,yes,117355,skip,
Mushroom poisoning,mcd_Mushroom_48.rtf,http://doe1.moph.go.th/surdata/y48/mcd_Mushroom_48.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_48.rtf,yes,117390,skip,
Mushroom poisoning,mcd_Mushroom_49.rtf,http://doe1.moph.go.th/surdata/y49/mcd_Mushroom_49.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_49.rtf,yes,117352,skip,
Mushroom poisoning,mcd_Mushroom_50.rtf,http://doe1.moph.go.th/surdata/y50/mcd_Mushroom_50.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_50.rtf,yes,117380,skip,
Mushroom poisoning,mcd_Mushroom_51.rtf,http://doe1.moph.go.th/surdata/y51/mcd_Mushroom_51.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_51.rtf,yes,116271,skip,
Mushroom poisoning,mcd_Mushroom_52.rtf,http://doe1.moph.go.th/surdata/y52/mcd_Mushroom_52.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_52.rtf,yes,116276,skip,
Mushroom poisoning,mcd_Mushroom_53.rtf,http://doe1.moph.go.th/surdata/y53/mcd_Mushroom_53.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_53.rtf,yes,117420,skip,
Mushroom poisoning,mcd_Mushroom_54.rtf,http://doe1.moph.go.th/surdata/y54/mcd_Mushroom_54.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_54.rtf,yes,118483,skip,
Mushroom poisoning,mcd_Mushroom_55.rtf,http://doe1.moph.go.th/surdata/y55/mcd_Mushroom_55.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_55.rtf,yes,118525,skip,
Mushroom poisoning,mcd_Mushroom_56.rtf,http://doe1.moph.go.th/surdata/y56/mcd_Mushroom_56.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_56.rtf,yes,118460,skip,
Mushroom poisoning,mcd_Mushroom_57.rtf,http://doe1.moph.go.th/surdata/y57/mcd_Mushroom_57.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_57.rtf,yes,106910,skip,
Mushroom poisoning,mcd_Mushroom_58.rtf,http://doe1.moph.go.th/surdata/y58/mcd_Mushroom_58.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_58.rtf,yes,106930,skip,
Mushroom poisoning,mcd_Mushroom_59.rtf,http://doe1.moph.go.th/surdata/y59/mcd_Mushroom_59.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_59.rtf,yes,106912,skip,
Mushroom poisoning,mcd_Mushroom_60.rtf,http://doe1.moph.go.th/surdata/y60/mcd_Mushroom_60.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_60.rtf,yes,106922,skip,
Mushroom poisoning,mcd_Mushroom_61.rtf,http://doe1.moph.go.th/surdata/y61/mcd_Mushroom_61.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_61.rtf,yes,107092,skip,
Mushroom poisoning,mcd_Mushroom_62.rtf,http://doe1.moph.go.th/surdata/y62/mcd_Mushroom_62.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_62.rtf,yes,106917,skip,
Mushroom poisoning,mcd_Mushroom_63.rtf,http://doe1.moph.go.th/surdata/y63/mcd_Mushroom_63.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_63.rtf,yes,106946,skip,
Mushroom poisoning,mcd_Mushroom_64.rtf,http://doe1.moph.go.th/surdata/y64/mcd_Mushroom_64.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_64.rtf,yes,106971,skip,
Mushroom poisoning,mcd_Mushroom_65.rtf,http://doe1.moph.go.th/surdata/y65/mcd_Mushroom_65.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_65.rtf,yes,106989,skip,
Mushroom poisoning,mcd_Mushroom_66.rtf,http://doe1.moph.go.th/surdata/y66/mcd_Mushroom_66.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_66.rtf,yes,107042,skip,
Mushroom poisoning,mcd_Mushroom_67.rtf,http://doe1.moph.go.th/surdata/y67/mcd_Mushroom_67.rtf,,Code/Data/GetData/Mushroom poisoning/mcd_Mushroom_67.rtf,yes,107057,skip,
Mushroom poisoning,rate_Mushroom_46.rtf,http://doe1.moph.go.th/surdata/y46/rate_Mushroom_46.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_46.rtf,yes,34888,skip,
Mushroom poisoning,rate_Mushroom_47.rtf,http://doe1.moph.go.th/surdata/y47/rate_Mushroom_47.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_47.rtf,yes,34571,skip,
Mushroom poisoning,rate_Mushroom_48.rtf,http://doe1.moph.go.th/surdata/y48/rate_Mushroom_48.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_48.rtf,yes,34569,skip,
Mushroom poisoning,rate_Mushroom_49.rtf,http://doe1.moph.go.th/surdata/y49/rate_Mushroom_49.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_49.rtf,yes,34546,skip,
Mushroom poisoning,rate_Mushroom_50.rtf,http://doe1.moph.go.th/surdata/y50/rate_Mushroom_50.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_50.rtf,yes,34570,skip,
Mushroom poisoning,rate_Mushroom_51.rtf,http://doe1.moph.go.th/surdata/y51/rate_Mushroom_51.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_51.rtf,yes,35370,skip,
Mushroom poisoning,rate_Mushroom_52.rtf,http://doe1.moph.go.th/surdata/y52/rate_Mushroom_52.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_52.rtf,yes,35370,skip,
Mushroom poisoning,rate_Mushroom_53.rtf,http://doe1.moph.go.th/surdata/y53/rate_Mushroom_53.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_53.rtf,yes,35704,skip,
Mushroom poisoning,rate_Mushroom_54.rtf,http://doe1.moph.go.th/surdata/y54/rate_Mushroom_54.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_54.rtf,yes,36015,skip,
Mushroom poisoning,rate_Mushroom_55.rtf,http://doe1.moph.go.th/surdata/y55/rate_Mushroom_55.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_55.rtf,yes,36017,skip,
Mushroom poisoning,rate_Mushroom_56.rtf,http://doe1.moph.go.th/surdata/y56/rate_Mushroom_56.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_56.rtf,yes,35996,skip,
Mushroom poisoning,rate_Mushroom_57.rtf,http://doe1.moph.go.th/surdata/y57/rate_Mushroom_57.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_57.rtf,yes,31576,skip,
Mushroom poisoning,rate_Mushroom_58.rtf,http://doe1.moph.go.th/surdata/y58/rate_Mushroom_58.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_58.rtf,yes,31576,skip,
Mushroom poisoning,rate_Mushroom_59.rtf,http://doe1.moph.go.th/surdata/y59/rate_Mushroom_59.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_59.rtf,yes,31572,skip,
Mushroom poisoning,rate_Mushroom_60.rtf,http://doe1.moph.go.th/surdata/y60/rate_Mushroom_60.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_60.rtf,yes,31574,skip,
Mushroom poisoning,rate_Mushroom_61.rtf,http://doe1.moph.go.th/surdata/y61/rate_Mushroom_61.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_61.rtf,yes,31628,skip,
Mushroom poisoning,rate_Mushroom_62.rtf,http://doe1.moph.go.th/surdata/y62/rate_Mushroom_62.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_62.rtf,yes,31579,skip,
Mushroom poisoning,rate_Mushroom_63.rtf,http://doe1.moph.go.th/surdata/y63/rate_Mushroom_63.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_63.rtf,yes,31588,skip,
Mushroom poisoning,rate_Mushroom_64.rtf,http://doe1.moph.go.th/surdata/y64/rate_Mushroom_64.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_64.rtf,yes,31602,skip,
Mushroom poisoning,rate_Mushroom_65.rtf,http://doe1.moph.go.th/surdata/y65/rate_Mushroom_65.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_65.rtf,yes,31609,skip,
Mushroom poisoning,rate_Mushroom_66.rtf,http://doe1.moph.go.th/surdata/y66/rate_Mushroom_66.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_66.rtf,yes,31627,skip,
Mushroom poisoning,rate_Mushroom_67.rtf,http://doe1.moph.go.th/surdata/y67/rate_Mushroom_67.rtf,,Code/Data/GetData/Mushroom poisoning/rate_Mushroom_67.rtf,yes,31636,skip,
Mushroom poisoning,ac_Mushroom_46.rtf,http://doe1.moph.go.th/surdata/y46/ac_Mushroom_46.rtf,,Code/Data/GetData/Mushroom poisoning/ac_Mushroom_46.rtf,yes,81252,skip,
