disease,file_name,remote_url,remote_size,local_path,local_exists,local_size,tag,download_result
Condyloma Acuminata,ad_Condyloma_48.rtf,http://doe1.moph.go.th/surdata/y48/ad_Condyloma_48.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_48.rtf,no,,download,HTTP 404
Condyloma Acuminata,ad_Condyloma_49.rtf,http://doe1.moph.go.th/surdata/y49/ad_Condyloma_49.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_49.rtf,no,,download,HTTP 404
Condyloma Acuminata,ad_Condyloma_50.rtf,http://doe1.moph.go.th/surdata/y50/ad_Condyloma_50.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_50.rtf,yes,80586,skip,
Condyloma Acuminata,ad_Condyloma_51.rtf,http://doe1.moph.go.th/surdata/y51/ad_Condyloma_51.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_51.rtf,yes,79775,skip,
Condyloma Acuminata,ad_Condyloma_52.rtf,http://doe1.moph.go.th/surdata/y52/ad_Condyloma_52.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_52.rtf,yes,79775,skip,
Condyloma Acuminata,ad_Condyloma_53.rtf,http://doe1.moph.go.th/surdata/y53/ad_Condyloma_53.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_53.rtf,yes,80560,skip,
Condyloma Acuminata,ad_Condyloma_54.rtf,http://doe1.moph.go.th/surdata/y54/ad_Condyloma_54.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_54.rtf,yes,81303,skip,
Condyloma Acuminata,ad_Condyloma_55.rtf,http://doe1.moph.go.th/surdata/y55/ad_Condyloma_55.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_55.rtf,yes,81322,skip,
Condyloma Acuminata,ad_Condyloma_56.rtf,http://doe1.moph.go.th/surdata/y56/ad_Condyloma_56.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_56.rtf,yes,81322,skip,
Condyloma Acuminata,ad_Condyloma_57.rtf,http://doe1.moph.go.th/surdata/y57/ad_Condyloma_57.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_57.rtf,yes,73239,skip,
Condyloma Acuminata,ad_Condyloma_58.rtf,http://doe1.moph.go.th/surdata/y58/ad_Condyloma_58.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_58.rtf,yes,73240,skip,
Condyloma Acuminata,ad_Condyloma_59.rtf,http://doe1.moph.go.th/surdata/y59/ad_Condyloma_59.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_59.rtf,yes,73242,skip,
Condyloma Acuminata,ad_Condyloma_60.rtf,http://doe1.moph.go.th/surdata/y60/ad_Condyloma_60.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_60.rtf,yes,73242,skip,
Condyloma Acuminata,ad_Condyloma_61.rtf,http://doe1.moph.go.th/surdata/y61/ad_Condyloma_61.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_61.rtf,yes,73243,skip,
Condyloma Acuminata,ad_Condyloma_62.rtf,http://doe1.moph.go.th/surdata/y62/ad_Condyloma_62.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_62.rtf,yes,73244,skip,
Condyloma Acuminata,ad_Condyloma_63.rtf,http://doe1.moph.go.th/surdata/y63/ad_Condyloma_63.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_63.rtf,yes,73244,skip,
Condyloma Acuminata,ad_Condyloma_64.rtf,http://doe1.moph.go.th/surdata/y64/ad_Condyloma_64.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_64.rtf,yes,73265,skip,
Condyloma Acuminata,ad_Condyloma_65.rtf,http://doe1.moph.go.th/surdata/y65/ad_Condyloma_65.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_65.rtf,yes,73265,skip,
Condyloma Acuminata,ad_Condyloma_66.rtf,http://doe1.moph.go.th/surdata/y66/ad_Condyloma_66.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_66.rtf,yes,73264,skip,
Condyloma Acuminata,ad_Condyloma_67.rtf,http://doe1.moph.go.th/surdata/y67/ad_Condyloma_67.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_67.rtf,yes,73266,skip,
Condyloma Acuminata,race_Condyloma_47.rtf,http://doe1.moph.go.th/surdata/y47/race_Condyloma_47.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_47.rtf,no,,download,HTTP 404
Condyloma Acuminata,race_Condyloma_48.rtf,http://doe1.moph.go.th/surdata/y48/race_Condyloma_48.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_48.rtf,no,,download,HTTP 404
Condyloma Acuminata,race_Condyloma_49.rtf,http://doe1.moph.go.th/surdata/y49/race_Condyloma_49.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_49.rtf,no,,download,HTTP 404
Condyloma Acuminata,race_Condyloma_50.rtf,http://doe1.moph.go.th/surdata/y50/race_Condyloma_50.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_50.rtf,yes,83706,skip,
Condyloma Acuminata,race_Condyloma_51.rtf,http://doe1.moph.go.th/surdata/y51/race_Condyloma_51.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_51.rtf,yes,82922,skip,
Condyloma Acuminata,race_Condyloma_52.rtf,http://doe1.moph.go.th/surdata/y52/race_Condyloma_52.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_52.rtf,yes,82943,skip,
Condyloma Acuminata,race_Condyloma_53.rtf,http://doe1.moph.go.th/surdata/y53/race_Condyloma_53.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_53.rtf,yes,83741,skip,
Condyloma Acuminata,race_Condyloma_54.rtf,http://doe1.moph.go.th/surdata/y54/race_Condyloma_54.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_54.rtf,yes,84546,skip,
Condyloma Acuminata,race_Condyloma_55.rtf,http://doe1.moph.go.th/surdata/y55/race_Condyloma_55.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_55.rtf,yes,84564,skip,
Condyloma Acuminata,race_Condyloma_56.rtf,http://doe1.moph.go.th/surdata/y56/race_Condyloma_56.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_56.rtf,yes,84587,skip,
Condyloma Acuminata,race_Condyloma_57.rtf,http://doe1.moph.go.th/surdata/y57/race_Condyloma_57.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_57.rtf,yes,76494,skip,
Condyloma Acuminata,race_Condyloma_58.rtf,http://doe1.moph.go.th/surdata/y58/race_Condyloma_58.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_58.rtf,yes,76497,skip,
Condyloma Acuminata,race_Condyloma_59.rtf,http://doe1.moph.go.th/surdata/y59/race_Condyloma_59.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_59.rtf,yes,76514,skip,
Condyloma Acuminata,race_Condyloma_60.rtf,http://doe1.moph.go.th/surdata/y60/race_Condyloma_60.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_60.rtf,yes,76516,skip,
Condyloma Acuminata,race_Condyloma_61.rtf,http://doe1.moph.go.th/surdata/y61/race_Condyloma_61.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_61.rtf,yes,76513,skip,
Condyloma Acuminata,race_Condyloma_62.rtf,http://doe1.moph.go.th/surdata/y62/race_Condyloma_62.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_62.rtf,yes,76518,skip,
Condyloma Acuminata,race_Condyloma_63.rtf,http://doe1.moph.go.th/surdata/y63/race_Condyloma_63.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_63.rtf,yes,76512,skip,
Condyloma Acuminata,race_Condyloma_64.rtf,http://doe1.moph.go.th/surdata/y64/race_Condyloma_64.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_64.rtf,yes,76487,skip,
Condyloma Acuminata,race_Condyloma_65.rtf,http://doe1.moph.go.th/surdata/y65/race_Condyloma_65.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_65.rtf,yes,76492,skip,
Condyloma Acuminata,race_Condyloma_66.rtf,http://doe1.moph.go.th/surdata/y66/race_Condyloma_66.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_66.rtf,yes,76542,skip,
Condyloma Acuminata,race_Condyloma_67.rtf,http://doe1.moph.go.th/surdata/y67/race_Condyloma_67.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_67.rtf,yes,76601,skip,
Condyloma Acuminata,c_occ_Condyloma_49.rtf,http://doe1.moph.go.th/surdata/y49/c_occ_Condyloma_49.rtf,,Code/Data/GetData/Condyloma Acuminata/c_occ_Condyloma_49.rtf,no,,download,HTTP 404
Condyloma Acuminata,c_occ_Condyloma_50.rtf,http://doe1.moph.go.th/surdata/y50/c_occ_Condyloma_50.rtf,,Code/Data/GetData/Condyloma Acuminata/c_occ_Condyloma_50.rtf,yes,79002,skip,
Condyloma Acuminata,c_occ_Condyloma_51.rtf,http://doe1.moph.go.th/surdata/y51/c_occ_Condyloma_51.rtf,,Code/Data/GetData/Condyloma Acuminata/c_occ_Condyloma_51.rtf,yes,78270,skip,
Condyloma Acuminata,c_occ_Condyloma_52.rtf,http://doe1.moph.go.th/surdata/y52/c_occ_Condyloma_52.rtf,,Code/Data/GetData/Condyloma Acuminata/c_occ_Condyloma_52.rtf,yes,78407,skip,
Condyloma Acuminata,c_occ_Condyloma_53.rtf,http://doe1.moph.go.th/surdata/y53/c_occ_Condyloma_53.rtf,,Code/Data/GetData/Condyloma Acuminata/c_occ_Condyloma_53.rtf,yes,78431,skip,
Condyloma Acuminata,c_occ_Condyloma_54.rtf,http://doe1.moph.go.th/surdata/y54/c_occ_Condyloma_54.rtf,,Code/Data/GetData/Condyloma Acuminata/c_occ_Condyloma_54.rtf,yes,79176,skip,
Condyloma Acuminata,c_occ_Condyloma_55.rtf,http://doe1.moph.go.th/surdata/y55/c_occ_Condyloma_55.rtf,,Code/Data/GetData/Condyloma Acuminata/c_occ_Condyloma_55.rtf,no,,download,HTTP 404
Condyloma Acuminata,c_occ_Condyloma_56.rtf,http://doe1.moph.go.th/surdata/y56/c_occ_Condyloma_56.rtf,,Code/Data/GetData/Condyloma Acuminata/c_occ_Condyloma_56.rtf,no,,download,HTTP 404
Condyloma Acuminata,c_occ_Condyloma_57.rtf,http://doe1.moph.go.th/surdata/y57/c_occ_Condyloma_57.rtf,,Code/Data/GetData/Condyloma Acuminata/c_occ_Condyloma_57.rtf,no,,download,HTTP 404
Condyloma Acuminata,c_occ_Condyloma_58.rtf,http://doe1.moph.go.th/surdata/y58/c_occ_Condyloma_58.rtf,,Code/Data/GetData/Condyloma Acuminata/c_occ_Condyloma_58.rtf,no,,download,HTTP 404
Condyloma Acuminata,c_occ_Condyloma_59.rtf,http://doe1.moph.go.th/surdata/y59/c_occ_Condyloma_59.rtf,,Code/Data/GetData/Condyloma Acuminata/c_occ_Condyloma_59.rtf,no,,download,HTTP 404
Condyloma Acuminata,c_occ_Condyloma_60.rtf,http://doe1.moph.go.th/surdata/y60/c_occ_Condyloma_60.rtf,,Code/Data/GetData/Condyloma Acuminata/c_occ_Condyloma_60.rtf,no,,download,HTTP 404
Condyloma Acuminata,c_occ_Condyloma_61.rtf,http://doe1.moph.go.th/surdata/y61/c_occ_Condyloma_61.rtf,,Code/Data/GetData/Condyloma Acuminata/c_occ_Condyloma_61.rtf,no,,download,HTTP 404
Condyloma Acuminata,c_occ_Condyloma_62.rtf,http://doe1.moph.go.th/surdata/y62/c_occ_Condyloma_62.rtf,,Code/Data/GetData/Condyloma Acuminata/c_occ_Condyloma_62.rtf,no,,download,HTTP 404
Condyloma Acuminata,c_occ_Condyloma_63.rtf,http://doe1.moph.go.th/surdata/y63/c_occ_Condyloma_63.rtf,,Code/Data/GetData/Condyloma Acuminata/c_occ_Condyloma_63.rtf,no,,download,HTTP 404
Condyloma Acuminata,c_occ_Condyloma_64.rtf,http://doe1.moph.go.th/surdata/y64/c_occ_Condyloma_64.rtf,,Code/Data/GetData/Condyloma Acuminata/c_occ_Condyloma_64.rtf,no,,download,HTTP 404
Condyloma Acuminata,c_occ_Condyloma_65.rtf,http://doe1.moph.go.th/surdata/y65/c_occ_Condyloma_65.rtf,,Code/Data/GetData/Condyloma Acuminata/c_occ_Condyloma_65.rtf,no,,download,HTTP 404
Condyloma Acuminata,c_occ_Condyloma_66.rtf,http://doe1.moph.go.th/surdata/y66/c_occ_Condyloma_66.rtf,,Code/Data/GetData/Condyloma Acuminata/c_occ_Condyloma_66.rtf,no,,download,HTTP 404
Condyloma Acuminata,c_occ_Condyloma_67.rtf,http://doe1.moph.go.th/surdata/y67/c_occ_Condyloma_67.rtf,,Code/Data/GetData/Condyloma Acuminata/c_occ_Condyloma_67.rtf,no,,download,HTTP 404
Condyloma Acuminata,d_occ_Condyloma_49.rtf,http://doe1.moph.go.th/surdata/y49/d_occ_Condyloma_49.rtf,,Code/Data/GetData/Condyloma Acuminata/d_occ_Condyloma_49.rtf,no,,download,HTTP 404
Condyloma Acuminata,d_occ_Condyloma_50.rtf,http://doe1.moph.go.th/surdata/y50/d_occ_Condyloma_50.rtf,,Code/Data/GetData/Condyloma Acuminata/d_occ_Condyloma_50.rtf,no,,download,HTTP 404
Condyloma Acuminata,d_occ_Condyloma_51.rtf,http://doe1.moph.go.th/surdata/y51/d_occ_Condyloma_51.rtf,,Code/Data/GetData/Condyloma Acuminata/d_occ_Condyloma_51.rtf,yes,78205,skip,
Condyloma Acuminata,d_occ_Condyloma_52.rtf,http://doe1.moph.go.th/surdata/y52/d_occ_Condyloma_52.rtf,,Code/Data/GetData/Condyloma Acuminata/d_occ_Condyloma_52.rtf,yes,78322,skip,
Condyloma Acuminata,d_occ_Condyloma_53.rtf,http://doe1.moph.go.th/surdata/y53/d_occ_Condyloma_53.rtf,,Code/Data/GetData/Condyloma Acuminata/d_occ_Condyloma_53.rtf,yes,78322,skip,
Condyloma Acuminata,d_occ_Condyloma_54.rtf,http://doe1.moph.go.th/surdata/y54/d_occ_Condyloma_54.rtf,,Code/Data/GetData/Condyloma Acuminata/d_occ_Condyloma_54.rtf,yes,79015,skip,
Condyloma Acuminata,d_occ_Condyloma_55.rtf,http://doe1.moph.go.th/surdata/y55/d_occ_Condyloma_55.rtf,,Code/Data/GetData/Condyloma Acuminata/d_occ_Condyloma_55.rtf,yes,79014,skip,
Condyloma Acuminata,d_occ_Condyloma_56.rtf,http://doe1.moph.go.th/surdata/y56/d_occ_Condyloma_56.rtf,,Code/Data/GetData/Condyloma Acuminata/d_occ_Condyloma_56.rtf,yes,79014,skip,
Condyloma Acuminata,d_occ_Condyloma_57.rtf,http://doe1.moph.go.th/surdata/y57/d_occ_Condyloma_57.rtf,,Code/Data/GetData/Condyloma Acuminata/d_occ_Condyloma_57.rtf,yes,75329,skip,
Condyloma Acuminata,d_occ_Condyloma_58.rtf,http://doe1.moph.go.th/surdata/y58/d_occ_Condyloma_58.rtf,,Code/Data/GetData/Condyloma Acuminata/d_occ_Condyloma_58.rtf,yes,71478,skip,
Condyloma Acuminata,d_occ_Condyloma_59.rtf,http://doe1.moph.go.th/surdata/y59/d_occ_Condyloma_59.rtf,,Code/Data/GetData/Condyloma Acuminata/d_occ_Condyloma_59.rtf,yes,72241,skip,
Condyloma Acuminata,d_occ_Condyloma_60.rtf,http://doe1.moph.go.th/surdata/y60/d_occ_Condyloma_60.rtf,,Code/Data/GetData/Condyloma Acuminata/d_occ_Condyloma_60.rtf,yes,72241,skip,
Condyloma Acuminata,d_occ_Condyloma_61.rtf,http://doe1.moph.go.th/surdata/y61/d_occ_Condyloma_61.rtf,,Code/Data/GetData/Condyloma Acuminata/d_occ_Condyloma_61.rtf,yes,72242,skip,
Condyloma Acuminata,d_occ_Condyloma_62.rtf,http://doe1.moph.go.th/surdata/y62/d_occ_Condyloma_62.rtf,,Code/Data/GetData/Condyloma Acuminata/d_occ_Condyloma_62.rtf,yes,72242,skip,
Condyloma Acuminata,d_occ_Condyloma_63.rtf,http://doe1.moph.go.th/surdata/y63/d_occ_Condyloma_63.rtf,,Code/Data/GetData/Condyloma Acuminata/d_occ_Condyloma_63.rtf,yes,72242,skip,
Condyloma Acuminata,d_occ_Condyloma_64.rtf,http://doe1.moph.go.th/surdata/y64/d_occ_Condyloma_64.rtf,,Code/Data/GetData/Condyloma Acuminata/d_occ_Condyloma_64.rtf,yes,72292,skip,
Condyloma Acuminata,d_occ_Condyloma_65.rtf,http://doe1.moph.go.th/surdata/y65/d_occ_Condyloma_65.rtf,,Code/Data/GetData/Condyloma Acuminata/d_occ_Condyloma_65.rtf,yes,72292,skip,
Condyloma Acuminata,d_occ_Condyloma_66.rtf,http://doe1.moph.go.th/surdata/y66/d_occ_Condyloma_66.rtf,,Code/Data/GetData/Condyloma Acuminata/d_occ_Condyloma_66.rtf,yes,72291,skip,
Condyloma Acuminata,d_occ_Condyloma_67.rtf,http://doe1.moph.go.th/surdata/y67/d_occ_Condyloma_67.rtf,,Code/Data/GetData/Condyloma Acuminata/d_occ_Condyloma_67.rtf,yes,72293,skip,
Condyloma Acuminata,d80_5067.pdf,http://doe1.moph.go.th/surdata/506wk/y67/d80_5067.pdf,,Code/Data/GetData/Condyloma Acuminata/d80_5067.pdf,no,,download,success
Condyloma Acuminata,d80_5366.pdf,http://doe1.moph.go.th/surdata/506wk/y66/d80_5366.pdf,,Code/Data/GetData/Condyloma Acuminata/d80_5366.pdf,no,,download,success
Condyloma Acuminata,mcd_Condyloma_68.rtf,http://doe1.moph.go.th/surdata/y68/mcd_Condyloma_68.rtf,,Code/Data/GetData/Condyloma Acuminata/mcd_Condyloma_68.rtf,no,,download,HTTP 404
Condyloma Acuminata,rate_Condyloma_68.rtf,http://doe1.moph.go.th/surdata/y68/rate_Condyloma_68.rtf,,Code/Data/GetData/Condyloma Acuminata/rate_Condyloma_68.rtf,no,,download,HTTP 404
Condyloma Acuminata,ac_Condyloma_68.rtf,http://doe1.moph.go.th/surdata/y68/ac_Condyloma_68.rtf,,Code/Data/GetData/Condyloma Acuminata/ac_Condyloma_68.rtf,no,,download,HTTP 404
Condyloma Acuminata,ad_Condyloma_68.rtf,http://doe1.moph.go.th/surdata/y68/ad_Condyloma_68.rtf,,Code/Data/GetData/Condyloma Acuminata/ad_Condyloma_68.rtf,no,,download,HTTP 404
Condyloma Acuminata,race_Condyloma_68.rtf,http://doe1.moph.go.th/surdata/y68/race_Condyloma_68.rtf,,Code/Data/GetData/Condyloma Acuminata/race_Condyloma_68.rtf,no,,download,HTTP 404
Condyloma Acuminata,c_occ_Condyloma_68.rtf,http://doe1.moph.go.th/surdata/y68/c_occ_Condyloma_68.rtf,,Code/Data/GetData/Condyloma Acuminata/c_occ_Condyloma_68.rtf,no,,download,HTTP 404
Condyloma Acuminata,d_occ_Condyloma_68.rtf,http://doe1.moph.go.th/surdata/y68/d_occ_Condyloma_68.rtf,,Code/Data/GetData/Condyloma Acuminata/d_occ_Condyloma_68.rtf,no,,download,HTTP 404
Condyloma Acuminata,csa_Condyloma_68.rtf,http://doe1.moph.go.th/surdata/y68/csa_Condyloma_68.rtf,,Code/Data/GetData/Condyloma Acuminata/csa_Condyloma_68.rtf,no,,download,HTTP 404
Condyloma Acuminata,dsa_Condyloma_68.rtf,http://doe1.moph.go.th/surdata/y68/dsa_Condyloma_68.rtf,,Code/Data/GetData/Condyloma Acuminata/dsa_Condyloma_68.rtf,no,,download,HTTP 404
Condyloma Acuminata,Am_mcd_Condyloma_68.rtf,http://doe1.moph.go.th/surdata/y68/Am_mcd_Condyloma_68.rtf,,Code/Data/GetData/Condyloma Acuminata/Am_mcd_Condyloma_68.rtf,no,,download,HTTP 404
Genital Herpes Simplex,mcd_Genital_Herpes_46.rtf,http://doe1.moph.go.th/surdata/y46/mcd_Genital_Herpes_46.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_46.rtf,no,,download,HTTP 404
Genital Herpes Simplex,mcd_Genital_Herpes_47.rtf,http://doe1.moph.go.th/surdata/y47/mcd_Genital_Herpes_47.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_47.rtf,no,,download,HTTP 404
Genital Herpes Simplex,mcd_Genital_Herpes_48.rtf,http://doe1.moph.go.th/surdata/y48/mcd_Genital_Herpes_48.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_48.rtf,no,,download,HTTP 404
Genital Herpes Simplex,mcd_Genital_Herpes_49.rtf,http://doe1.moph.go.th/surdata/y49/mcd_Genital_Herpes_49.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_49.rtf,no,,download,HTTP 404
Genital Herpes Simplex,mcd_Genital_Herpes_50.rtf,http://doe1.moph.go.th/surdata/y50/mcd_Genital_Herpes_50.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_50.rtf,yes,117387,skip,
Genital Herpes Simplex,mcd_Genital_Herpes_51.rtf,http://doe1.moph.go.th/surdata/y51/mcd_Genital_Herpes_51.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_51.rtf,yes,116256,skip,
Genital Herpes Simplex,mcd_Genital_Herpes_52.rtf,http://doe1.moph.go.th/surdata/y52/mcd_Genital_Herpes_52.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_52.rtf,yes,116270,skip,
Genital Herpes Simplex,mcd_Genital_Herpes_53.rtf,http://doe1.moph.go.th/surdata/y53/mcd_Genital_Herpes_53.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_53.rtf,yes,117428,skip,
Genital Herpes Simplex,mcd_Genital_Herpes_54.rtf,http://doe1.moph.go.th/surdata/y54/mcd_Genital_Herpes_54.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_54.rtf,yes,118559,skip,
Genital Herpes Simplex,mcd_Genital_Herpes_55.rtf,http://doe1.moph.go.th/surdata/y55/mcd_Genital_Herpes_55.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_55.rtf,yes,118678,skip,
Genital Herpes Simplex,mcd_Genital_Herpes_56.rtf,http://doe1.moph.go.th/surdata/y56/mcd_Genital_Herpes_56.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_56.rtf,yes,118587,skip,
Genital Herpes Simplex,mcd_Genital_Herpes_57.rtf,http://doe1.moph.go.th/surdata/y57/mcd_Genital_Herpes_57.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_57.rtf,yes,107035,skip,
Genital Herpes Simplex,mcd_Genital_Herpes_58.rtf,http://doe1.moph.go.th/surdata/y58/mcd_Genital_Herpes_58.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_58.rtf,yes,107051,skip,
Genital Herpes Simplex,mcd_Genital_Herpes_59.rtf,http://doe1.moph.go.th/surdata/y59/mcd_Genital_Herpes_59.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_59.rtf,yes,107055,skip,
Genital Herpes Simplex,mcd_Genital_Herpes_60.rtf,http://doe1.moph.go.th/surdata/y60/mcd_Genital_Herpes_60.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_60.rtf,yes,107049,skip,
Genital Herpes Simplex,mcd_Genital_Herpes_61.rtf,http://doe1.moph.go.th/surdata/y61/mcd_Genital_Herpes_61.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_61.rtf,yes,107053,skip,
Genital Herpes Simplex,mcd_Genital_Herpes_62.rtf,http://doe1.moph.go.th/surdata/y62/mcd_Genital_Herpes_62.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_62.rtf,yes,107037,skip,
Genital Herpes Simplex,mcd_Genital_Herpes_63.rtf,http://doe1.moph.go.th/surdata/y63/mcd_Genital_Herpes_63.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_63.rtf,yes,107009,skip,
Genital Herpes Simplex,mcd_Genital_Herpes_64.rtf,http://doe1.moph.go.th/surdata/y64/mcd_Genital_Herpes_64.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_64.rtf,yes,107025,skip,
Genital Herpes Simplex,mcd_Genital_Herpes_65.rtf,http://doe1.moph.go.th/surdata/y65/mcd_Genital_Herpes_65.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_65.rtf,yes,107078,skip,
Genital Herpes Simplex,mcd_Genital_Herpes_66.rtf,http://doe1.moph.go.th/surdata/y66/mcd_Genital_Herpes_66.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_66.rtf,yes,107141,skip,
Genital Herpes Simplex,mcd_Genital_Herpes_67.rtf,http://doe1.moph.go.th/surdata/y67/mcd_Genital_Herpes_67.rtf,,Code/Data/GetData/Genital Herpes Simplex/mcd_Genital_Herpes_67.rtf,yes,107275,skip,
Genital Herpes Simplex,rate_Genital_Herpes_46.rtf,http://doe1.moph.go.th/surdata/y46/rate_Genital_Herpes_46.rtf,,Code/Data/GetData/Genital Herpes Simplex/rate_Genital_Herpes_46.rtf,no,,download,HTTP 404
Genital Herpes Simplex,rate_Genital_Herpes_47.rtf,http://doe1.moph.go.th/surdata/y47/rate_Genital_Herpes_47.rtf,,Code/Data/GetData/Genital Herpes Simplex/rate_Genital_Herpes_47.rtf,no,,download,HTTP 404
Genital Herpes Simplex,rate_Genital_Herpes_48.rtf,http://doe1.moph.go.th/surdata/y48/rate_Genital_Herpes_48.rtf,,Code/Data/GetData/Genital Herpes Simplex/rate_Genital_Herpes_48.rtf,no,,download,HTTP 404
Genital Herpes Simplex,rate_Genital_Herpes_49.rtf,http://doe1.moph.go.th/surdata/y49/rate_Genital_Herpes_49.rtf,,Code/Data/GetData/Genital Herpes Simplex/rate_Genital_Herpes_49.rtf,no,,download,HTTP 404
Genital Herpes Simplex,rate_Genital_Herpes_50.rtf,http://doe1.moph.go.th/surdata/y50/rate_Genital_Herpes_50.rtf,,Code/Data/GetData/Genital Herpes Simplex/rate_Genital_Herpes_50.rtf,yes,34565,skip,
Genital Herpes Simplex,rate_Genital_Herpes_51.rtf,http://doe1.moph.go.th/surdata/y51/rate_Genital_Herpes_51.rtf,,Code/Data/GetData/Genital Herpes Simplex/rate_Genital_Herpes_51.rtf,yes,35372,skip,
Genital Herpes Simplex,rate_Genital_Herpes_52.rtf,http://doe1.moph.go.th/surdata/y52/rate_Genital_Herpes_52.rtf,,Code/Data/GetData/Genital Herpes Simplex/rate_Genital_Herpes_52.rtf,yes,35375,skip,
Genital Herpes Simplex,rate_Genital_Herpes_53.rtf,http://doe1.moph.go.th/surdata/y53/rate_Genital_Herpes_53.rtf,,Code/Data/GetData/Genital Herpes Simplex/rate_Genital_Herpes_53.rtf,yes,35702,skip,
Genital Herpes Simplex,rate_Genital_Herpes_54.rtf,http://doe1.moph.go.th/surdata/y54/rate_Genital_Herpes_54.rtf,,Code/Data/GetData/Genital Herpes Simplex/rate_Genital_Herpes_54.rtf,yes,36027,skip,
Genital Herpes Simplex,rate_Genital_Herpes_55.rtf,http://doe1.moph.go.th/surdata/y55/rate_Genital_Herpes_55.rtf,,Code/Data/GetData/Genital Herpes Simplex/rate_Genital_Herpes_55.rtf,yes,36055,skip,
